Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Доктор,Chrome 99.0.4844.51,,,2022-03-15 00:32:26,2022-03-15 00:38:36,"6m - 9,588s",FAILED
,,,,,,,
Test Cases/Доктор/дописать проверку на игрока Проверка вкладки Питание,Chrome 99.0.4844.51,,,2022-03-15 00:32:28,2022-03-15 00:33:44,"1m - 16,526s",FAILED
"callTestCase(findTestCase(""Доктор/Авторизация врач""), [:], STOP_ON_FAILURE)",Chrome 99.0.4844.51,,,2022-03-15 00:32:32,2022-03-15 00:33:03,"31,879s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/span_pitanie""))",Chrome 99.0.4844.51,Вкладка Питание,,2022-03-15 00:33:03,2022-03-15 00:33:23,"19,054s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/place_choose school""))",Chrome 99.0.4844.51,Поле введите школу,,2022-03-15 00:33:23,2022-03-15 00:33:24,"1,381s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/div_Avangard""))",Chrome 99.0.4844.51,Выбор Авангард,,2022-03-15 00:33:24,2022-03-15 00:33:25,"0,826s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/place choose team""))",Chrome 99.0.4844.51,Поле ввода команды,,2022-03-15 00:33:25,2022-03-15 00:33:25,"0,702s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/div_omsk""))",Chrome 99.0.4844.51,Ввести Омские Ястребы,,2022-03-15 00:33:25,2022-03-15 00:33:26,"0,912s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/button_edit""))",Chrome 99.0.4844.51,Нажать кнопку редактровать,,2022-03-15 00:33:26,2022-03-15 00:33:32,"5,604s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/span_add""))",Chrome 99.0.4844.51,Добавить рацион Ганину,,2022-03-15 00:33:32,2022-03-15 00:33:36,"4,381s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/div_place recomendation1""))",Chrome 99.0.4844.51,,,2022-03-15 00:33:36,2022-03-15 00:33:39,"2,325s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/div__uglevodi1""))",Chrome 99.0.4844.51,Выбрать углеводы,,2022-03-15 00:33:39,2022-03-15 00:33:41,"2,066s",PASSED
"setText(findTestObject(""Page_/body_1""), ""автотест питания1"")",Chrome 99.0.4844.51,,,2022-03-15 00:33:41,2022-03-15 00:33:41,"0,501s",FAILED
,,,,,,,
Test Cases/Доктор/Просмотр профиля,Chrome 99.0.4844.51,,,2022-03-15 00:33:44,2022-03-15 00:34:28,"43,514s",PASSED
"callTestCase(findTestCase(""Доктор/Авторизация врач""), [:], STOP_ON_FAILURE)",Chrome 99.0.4844.51,,,2022-03-15 00:33:45,2022-03-15 00:34:10,"24,389s",PASSED
"click(findTestObject(""Object Repository/vrach/profile/Page_/span_TestDoctormail.ru""))",Chrome 99.0.4844.51,,,2022-03-15 00:34:10,2022-03-15 00:34:20,"10,706s",PASSED
"click(findTestObject(""Object Repository/vrach/profile/Page_/save""))",Chrome 99.0.4844.51,,,2022-03-15 00:34:20,2022-03-15 00:34:21,"0,736s",PASSED
"verifyTextPresent(""Пользователь сохранен"", true)",Chrome 99.0.4844.51,,,2022-03-15 00:34:21,2022-03-15 00:34:26,"4,846s",PASSED
"click(findTestObject(""Object Repository/vrach/profile/Page_/exit""))",Chrome 99.0.4844.51,,,2022-03-15 00:34:26,2022-03-15 00:34:27,"0,943s",PASSED
closeBrowser(),Chrome 99.0.4844.51,,,2022-03-15 00:34:27,2022-03-15 00:34:28,"0,841s",PASSED
,,,,,,,
Test Cases/Доктор/Психотест (психолог),Chrome 99.0.4844.51,,,2022-03-15 00:34:28,2022-03-15 00:35:34,"1m - 6,328s",FAILED
"openBrowser("""")",Chrome 99.0.4844.51,,,2022-03-15 00:34:29,2022-03-15 00:34:31,"2,034s",PASSED
maximizeWindow(),Chrome 99.0.4844.51,,,2022-03-15 00:34:31,2022-03-15 00:34:31,"0,142s",PASSED
"navigateToUrl(""https://stars-stage.hawk.ru:8080/"")",Chrome 99.0.4844.51,адрес сайта ,,2022-03-15 00:34:31,2022-03-15 00:34:53,"22,609s",PASSED
"setText(findTestObject(""Avangard New/Object (Психолог)/login (Логин Психолог)""), ""psychoTEST@mail.ru"")",Chrome 99.0.4844.51,,,2022-03-15 00:34:53,2022-03-15 00:34:55,"1,195s",PASSED
"setText(findTestObject(""Avangard New/Object (Психолог)/password (Пароль Психолог)""), ""psychoTEST@mail.ru"", STOP_ON_FAILURE)",Chrome 99.0.4844.51,,,2022-03-15 00:34:55,2022-03-15 00:34:56,"1,046s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/go""))",Chrome 99.0.4844.51,,,2022-03-15 00:34:56,2022-03-15 00:34:56,"0,728s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/psychotest""))",Chrome 99.0.4844.51,,,2022-03-15 00:34:56,2022-03-15 00:35:34,"37,399s",FAILED
,,,,,,,
Test Cases/Доктор/создание карточки болезни,Chrome 99.0.4844.51,,,2022-03-15 00:35:34,2022-03-15 00:38:36,"3m - 1,817s",PASSED
"callTestCase(findTestCase(""Доктор/Авторизация врач""), [:], STOP_ON_FAILURE)",Chrome 99.0.4844.51,,,2022-03-15 00:35:35,2022-03-15 00:35:50,"15,456s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/doctor case (создание карточки и удаление)/button_add""))",Chrome 99.0.4844.51,,,2022-03-15 00:35:50,2022-03-15 00:35:54,"3,730s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/doctor case (создание карточки и удаление)/school""))",Chrome 99.0.4844.51,,,2022-03-15 00:35:54,2022-03-15 00:35:55,"0,954s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/doctor case (создание карточки и удаление)/avanguard""))",Chrome 99.0.4844.51,,,2022-03-15 00:35:55,2022-03-15 00:35:56,"0,817s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/doctor case (создание карточки и удаление)/team""))",Chrome 99.0.4844.51,,,2022-03-15 00:35:56,2022-03-15 00:35:56,"0,647s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/doctor case (создание карточки и удаление)/var_team""))",Chrome 99.0.4844.51,,,2022-03-15 00:35:56,2022-03-15 00:35:57,"0,730s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/doctor case (создание карточки и удаление)/player""))",Chrome 99.0.4844.51,,,2022-03-15 00:35:57,2022-03-15 00:35:58,"0,623s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/doctor case (создание карточки и удаление)/var_player""))",Chrome 99.0.4844.51,,,2022-03-15 00:35:58,2022-03-15 00:35:58,"0,674s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/doctor case (создание карточки и удаление)/tip""))",Chrome 99.0.4844.51,,,2022-03-15 00:35:58,2022-03-15 00:35:59,"0,604s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/doctor case (создание карточки и удаление)/travma""))",Chrome 99.0.4844.51,,,2022-03-15 00:35:59,2022-03-15 00:36:00,"0,711s",PASSED
