Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Доктор,Chrome 100.0.4896.75,,,2022-04-14 15:59:27,2022-04-14 16:03:22,"3m - 54,754s",PASSED
,,,,,,,
Test Cases/Доктор/Авторизация врач,Chrome 100.0.4896.75,,,2022-04-14 15:59:28,2022-04-14 15:59:39,"11,125s",PASSED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-04-14 15:59:28,2022-04-14 15:59:30,"2,334s",PASSED
maximizeWindow(),Chrome 100.0.4896.75,,,2022-04-14 15:59:30,2022-04-14 15:59:30,"0,156s",PASSED
navigateToUrl(url),Chrome 100.0.4896.75,адрес сайта ,,2022-04-14 15:59:30,2022-04-14 15:59:36,"5,660s",PASSED
"setText(findTestObject(""Object Repository/vra/Page_/input__sc-lnrBVv eqPACj""), doktor_login)",Chrome 100.0.4896.75,,,2022-04-14 15:59:36,2022-04-14 15:59:37,"1,067s",PASSED
"setText(findTestObject(""Object Repository/vra/Page_/input__sc-lnrBVv eqPACj_1""), doktor_password, STOP_ON_FAILURE)",Chrome 100.0.4896.75,,,2022-04-14 15:59:37,2022-04-14 15:59:38,"0,950s",PASSED
"click(findTestObject(""Object Repository/vrach/Page_/Page_/go""))",Chrome 100.0.4896.75,,,2022-04-14 15:59:38,2022-04-14 15:59:39,"0,515s",PASSED
,,,,,,,
Test Cases/Доктор/Просмотр профиля,Chrome 100.0.4896.75,,,2022-04-14 15:59:39,2022-04-14 15:59:55,"16,301s",PASSED
"callTestCase(findTestCase(""Доктор/Авторизация врач""), [:], STOP_ON_FAILURE)",Chrome 100.0.4896.75,,,2022-04-14 15:59:39,2022-04-14 15:59:47,"8,421s",PASSED
"click(findTestObject(""Object Repository/vrach/profile/Page_/span_TestDoctormail.ru""))",Chrome 100.0.4896.75,,,2022-04-14 15:59:47,2022-04-14 15:59:52,"4,709s",PASSED
"click(findTestObject(""Object Repository/vrach/profile/Page_/save""))",Chrome 100.0.4896.75,,,2022-04-14 15:59:52,2022-04-14 15:59:53,"0,600s",PASSED
"verifyTextPresent(""Пользователь сохранен"", true)",Chrome 100.0.4896.75,,,2022-04-14 15:59:53,2022-04-14 15:59:54,"1,207s",PASSED
"click(findTestObject(""Object Repository/vrach/profile/Page_/exit""))",Chrome 100.0.4896.75,,,2022-04-14 15:59:54,2022-04-14 15:59:54,"0,478s",PASSED
closeBrowser(),Chrome 100.0.4896.75,,,2022-04-14 15:59:54,2022-04-14 15:59:55,"0,605s",PASSED
,,,,,,,
Test Cases/Доктор/Психотест (психолог),Chrome 100.0.4896.75,,,2022-04-14 15:59:55,2022-04-14 16:00:18,"22,891s",PASSED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-04-14 15:59:55,2022-04-14 15:59:57,"1,201s",PASSED
maximizeWindow(),Chrome 100.0.4896.75,,,2022-04-14 15:59:57,2022-04-14 15:59:57,"0,126s",PASSED
"navigateToUrl(""https://stars-stage.hawk.ru:8080/"")",Chrome 100.0.4896.75,адрес сайта ,,2022-04-14 15:59:57,2022-04-14 16:00:00,"3,670s",PASSED
"setText(findTestObject(""Avangard New/Object (Психолог)/login (Логин Психолог)""), ""psychotest@test.ru"")",Chrome 100.0.4896.75,,,2022-04-14 16:00:00,2022-04-14 16:00:01,"1,058s",PASSED
"setText(findTestObject(""Avangard New/Object (Психолог)/password (Пароль Психолог)""), ""psychotest@test.ru"", STOP_ON_FAILURE)",Chrome 100.0.4896.75,,,2022-04-14 16:00:01,2022-04-14 16:00:02,"0,935s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/go""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:02,2022-04-14 16:00:03,"0,477s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/psychotest""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:03,2022-04-14 16:00:09,"5,987s",PASSED
"verifyTextPresent(""Психологический профиль"", false)",Chrome 100.0.4896.75,,,2022-04-14 16:00:09,2022-04-14 16:00:09,"0,544s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/school""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:09,2022-04-14 16:00:09,"0,002s",NOT_RUN
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/avanguard""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:09,2022-04-14 16:00:09,"0,000s",NOT_RUN
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/team""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:09,2022-04-14 16:00:10,"0,565s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/varteam""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:10,2022-04-14 16:00:11,"0,698s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/player""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:11,2022-04-14 16:00:12,"1,812s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/varplayer""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:12,2022-04-14 16:00:13,"0,616s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/date""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:13,2022-04-14 16:00:14,"0,823s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/enter_date""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:14,2022-04-14 16:00:15,"0,650s",PASSED
"verifyTextPresent(""Реакция на простой стимул"", false)",Chrome 100.0.4896.75,,,2022-04-14 16:00:15,2022-04-14 16:00:15,"0,752s",PASSED
"scrollToElement(findTestObject(""Object Repository/vrach/psychotest/Page_/thinking""), 0)",Chrome 100.0.4896.75,,,2022-04-14 16:00:15,2022-04-14 16:00:16,"0,408s",PASSED
"setText(findTestObject(""Object Repository/vrach/psychotest/Page_/thinking""), ""9"")",Chrome 100.0.4896.75,,,2022-04-14 16:00:16,2022-04-14 16:00:17,"1,172s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/button_save""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:17,2022-04-14 16:00:17,"0,470s",PASSED
closeBrowser(),Chrome 100.0.4896.75,,,2022-04-14 16:00:17,2022-04-14 16:00:18,"0,607s",PASSED
,,,,,,,
Test Cases/Доктор/дописать проверку на игрока Проверка вкладки Питание,Chrome 100.0.4896.75,,,2022-04-14 16:00:18,2022-04-14 16:01:19,"1m - 1,426s",PASSED
"callTestCase(findTestCase(""Доктор/Авторизация врач""), [:], STOP_ON_FAILURE)",Chrome 100.0.4896.75,,,2022-04-14 16:00:18,2022-04-14 16:00:27,"8,183s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/span_pitanie""))",Chrome 100.0.4896.75,Вкладка Питание,,2022-04-14 16:00:27,2022-04-14 16:00:31,"4,647s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/place_choose school""))",Chrome 100.0.4896.75,Поле введите школу,,2022-04-14 16:00:31,2022-04-14 16:00:32,"0,708s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/div_Avangard""))",Chrome 100.0.4896.75,Выбор Авангард,,2022-04-14 16:00:32,2022-04-14 16:00:33,"0,641s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/place choose team""))",Chrome 100.0.4896.75,Поле ввода команды,,2022-04-14 16:00:33,2022-04-14 16:00:33,"0,593s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/div_omsk""))",Chrome 100.0.4896.75,Ввести Омские Ястребы,,2022-04-14 16:00:33,2022-04-14 16:00:33,"0,001s",NOT_RUN
"setText(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/input__team imt""), school)",Chrome 100.0.4896.75,,,2022-04-14 16:00:33,2022-04-14 16:00:34,"1,043s",PASSED
"sendKeys(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/input__team imt""), Keys.chord(ENTER))",Chrome 100.0.4896.75,,,2022-04-14 16:00:34,2022-04-14 16:00:35,"0,579s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/button_edit""))",Chrome 100.0.4896.75,Нажать кнопку редактровать,,2022-04-14 16:00:35,2022-04-14 16:00:36,"1,390s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/span_add""))",Chrome 100.0.4896.75,Добавить рацион Ганину,,2022-04-14 16:00:36,2022-04-14 16:00:37,"0,612s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/div_place recomendation1""))",Chrome 100.0.4896.75,,,2022-04-14 16:00:37,2022-04-14 16:00:40,"3,102s",PASSED
